customer_id,recency,frequency,monetary
CUST0297,107,3,17821
CUST0298,129,3,5133
CUST0299,247,2,3747
CUST0300,40,6,44728
CUST0301,49,3,16318
CUST0302,177,2,6316
CUST0303,371,1,2374
CUST0304,22,8,45815
CUST0305,72,1,17329
CUST0306,97,2,7663
CUST0307,254,2,2389
CUST0308,49,10,29687
CUST0309,41,3,35788
CUST0310,86,3,4471
CUST0311,294,1,2720
CUST0312,24,7,21640
CUST0313,87,2,39351
CUST0314,113,1,7552
CUST0315,383,2,3651
CUST0316,21,6,41735
CUST0317,81,3,21408
CUST0318,118,2,6371
CUST0319,341,2,2125
CUST0320,21,10,46445
CUST0321,91,3,19649
CUST0322,89,2,6560
CUST0323,228,2,746
CUST0324,12,10,49422
CUST0325,81,2,26797
CUST0326,176,1,4985
CUST0327,200,1,2518
CUST0328,41,10,28751
CUST0329,111,3,16446
CUST0330,131,2,5097
CUST0331,380,1,3954
CUST0332,33,7,48625
CUST0333,73,4,23577
CUST0334,102,2,4133
CUST0335,263,1,1633
CUST0336,11,6,33426
CUST0337,65,2,39778
CUST0338,115,2,858
CUST0339,289,2,3551
CUST0340,32,7,24709
CUST0341,57,3,27553
CUST0342,135,2,5944
CUST0343,247,2,1183
CUST0344,36,8,35071
CUST0345,97,4,38996
CUST0346,93,3,3863
CUST0347,272,2,3761
CUST0348,19,10,46784
CUST0349,106,2,31818
CUST0350,141,1,5583
CUST0351,332,1,313
CUST0352,47,8,43428
CUST0353,92,3,23651
CUST0354,143,2,7571
CUST0355,337,1,3169
CUST0356,2,9,24538
CUST0357,94,4,24576
CUST0358,179,1,1059
CUST0359,335,1,1218
CUST0360,10,8,45578
CUST0361,80,1,21136
CUST0362,125,3,6519
CUST0363,327,2,1888
CUST0364,35,10,24103
CUST0365,95,3,20542
CUST0366,111,2,2070
CUST0367,212,2,2216
CUST0368,41,7,25856
CUST0369,94,3,32577
CUST0370,95,2,5078
CUST0371,277,1,3156
CUST0372,5,9,21919
CUST0373,68,1,36183
CUST0374,65,3,5078
CUST0375,294,2,2575
CUST0376,1,9,37887
CUST0377,75,1,25964
CUST0378,116,3,1014
CUST0379,226,1,2311
CUST0380,43,10,23624
CUST0381,60,1,16278
CUST0382,136,3,6864
CUST0383,368,1,306
CUST0384,7,9,33350
CUST0385,103,2,28992
CUST0386,137,1,7712
CUST0387,380,1,1328
CUST0388,31,7,22874
CUST0389,63,4,21636
CUST0390,110,1,7414
CUST0391,218,2,3826
CUST0392,15,10,29921
CUST0393,113,2,34361
CUST0394,176,1,6019
CUST0395,328,2,2258
CUST0396,39,8,39392
CUST0397,78,3,27081
CUST0398,103,3,6847
CUST0399,284,2,1901
CUST0400,41,10,36475
CUST0401,67,4,27495
CUST0402,120,3,5311
CUST0403,367,2,1190
CUST0404,37,9,47560
CUST0405,81,4,22258
CUST0406,105,2,1688
CUST0407,208,2,2838
CUST0408,30,6,24806
CUST0409,105,2,25666
CUST0410,124,1,2941
CUST0411,244,2,670
CUST0412,19,7,41896
CUST0413,95,2,28485
CUST0414,61,2,2533
CUST0415,223,1,1963
CUST0416,5,10,30820
CUST0417,40,4,28000
CUST0418,93,1,2998
CUST0419,220,1,2612
CUST0420,25,9,30152
CUST0421,72,1,30129
CUST0422,170,1,3305
CUST0423,239,2,836
CUST0424,21,7,21449
CUST0425,66,4,32613
CUST0426,80,1,3410
CUST0427,341,1,162
CUST0428,21,9,49646
CUST0429,76,4,38868
CUST0430,87,1,4828
CUST0431,369,1,1260
CUST0432,28,6,24839
CUST0433,119,3,21183
CUST0434,154,3,6302
CUST0435,348,2,1855
CUST0436,33,9,45003
CUST0437,41,4,20314
CUST0438,80,1,5031
CUST0439,232,2,925
CUST0440,24,10,35645
CUST0441,47,1,24219
CUST0442,78,3,6917
CUST0443,229,1,3194
CUST0444,24,8,23242
CUST0445,76,3,17667
CUST0446,68,3,2009
CUST0447,277,2,1306
CUST0448,24,9,30832
CUST0449,55,2,15010
CUST0450,152,1,824
CUST0451,263,2,2399
CUST0452,48,10,45210
CUST0453,97,3,20047
CUST0454,96,2,2303
CUST0455,257,1,3287
CUST0456,34,10,31603
CUST0457,90,2,15134
CUST0458,96,2,5525
CUST0459,367,1,504
CUST0460,2,6,44829
CUST0461,120,2,20675
CUST0462,99,1,5921
CUST0463,240,1,453
CUST0464,44,9,45644
CUST0465,91,3,27626
CUST0466,155,1,4299
CUST0467,240,2,3815
CUST0468,5,8,34552
CUST0469,117,2,23559
CUST0470,134,1,7823
CUST0471,355,1,3656
CUST0472,37,7,41953
CUST0473,112,4,21015
CUST0474,153,3,2534
CUST0475,266,1,2827
CUST0476,9,7,48635
CUST0477,90,1,19275
CUST0478,150,1,1716
CUST0479,313,1,407
CUST0480,9,6,24726
CUST0481,111,1,30650
CUST0482,139,1,4647
CUST0483,314,1,3041
CUST0484,7,7,34099
CUST0485,42,1,25526
CUST0486,137,3,2553
CUST0487,232,2,1419
CUST0488,18,9,46483
CUST0489,77,4,23973
CUST0490,169,1,1640
CUST0491,214,2,3176
CUST0492,43,7,38173
CUST0493,94,2,22294
CUST0494,169,3,3381
CUST0495,230,1,3950
CUST0496,39,10,42867
CUST0497,73,1,39962
CUST0498,147,3,5732
CUST0499,205,2,2692
CUST0500,21,9,27870
CUST0501,120,3,29619
CUST0502,116,1,7178
CUST0503,253,1,3115
CUST0504,39,10,30180
CUST0505,104,4,38824
CUST0506,173,3,3878
CUST0507,366,1,1422
CUST0508,34,9,30898
CUST0509,48,4,21686
CUST0510,91,3,1630
CUST0511,245,2,665
CUST0512,6,6,25106
CUST0513,108,3,21482
CUST0514,129,2,4370
CUST0515,334,2,910
CUST0516,32,8,35939
CUST0517,58,4,17160
CUST0518,80,1,1775
CUST0519,250,2,537
CUST0520,45,7,38051
CUST0521,79,1,33841
CUST0522,157,3,6465
CUST0523,317,2,2123
CUST0524,32,8,45517
CUST0525,97,3,39845
CUST0526,119,1,2712
CUST0527,206,1,65
CUST0528,25,8,37851
CUST0529,75,2,17631
CUST0530,112,3,7439
CUST0531,315,1,3954
CUST0532,10,9,40637
CUST0533,117,3,27853
CUST0534,67,1,626
CUST0535,334,1,2049
CUST0536,48,6,38641
CUST0537,111,4,22152
CUST0538,154,1,3186
CUST0539,322,2,2149
CUST0540,2,9,21957
CUST0541,85,2,21553
CUST0542,174,1,5922
CUST0543,288,1,2852
CUST0544,17,8,26596
CUST0545,72,1,16488
CUST0546,69,3,6205
CUST0547,217,2,3920
CUST0548,7,6,20579
CUST0549,58,4,37443
CUST0550,116,3,7165
CUST0551,219,2,853
CUST0552,13,6,26034
CUST0553,42,1,38333
CUST0554,115,3,2296
CUST0555,374,1,1828
CUST0556,17,7,29989
CUST0557,54,1,21153
CUST0558,67,2,2767
CUST0559,285,1,598
CUST0560,6,9,37212
CUST0561,75,4,18732
CUST0562,106,1,7792
CUST0563,307,2,2421
CUST0564,29,10,43471
CUST0565,53,3,19829
CUST0566,156,2,2511
CUST0567,383,2,1619
CUST0568,30,10,40583
CUST0569,90,4,30623
CUST0570,113,1,5967
CUST0571,322,1,438
CUST0572,39,9,21003
CUST0573,84,1,16643
CUST0574,122,2,1703
CUST0575,228,2,460
CUST0576,20,6,28987
CUST0577,63,1,31324
CUST0578,143,3,3935
CUST0579,291,2,409
CUST0580,11,8,41819
CUST0581,71,3,33409
CUST0582,149,2,4636
CUST0583,355,1,2448
CUST0584,44,10,44710
CUST0585,61,1,25770
CUST0586,103,1,3517
CUST0587,379,1,227
CUST0588,44,8,26847
CUST0589,90,4,27651
CUST0590,80,3,5649
CUST0591,205,2,1061
CUST0592,31,8,26902
CUST0593,68,3,27278
CUST0594,83,3,7299
CUST0595,348,1,1296
CUST0596,9,6,25572
CUST0597,108,1,15983
CUST0598,68,1,5684
CUST0599,233,2,558
CUST0600,9,10,20120
CUST0601,54,3,23449
CUST0602,142,1,3951
CUST0603,242,2,503
CUST0604,38,6,39905
CUST0605,116,1,36938
CUST0606,61,1,3077
CUST0607,375,2,488
CUST0608,34,6,42614
CUST0609,91,4,34611
CUST0610,137,2,4557
CUST0611,352,2,2364
CUST0612,30,6,44892
CUST0613,102,4,30210
CUST0614,76,1,3816
CUST0615,211,1,2197
CUST0616,3,7,43191
CUST0617,95,3,39018
CUST0618,60,3,2693
CUST0619,243,2,3885
CUST0620,42,10,42378
CUST0621,84,2,20062
CUST0622,123,3,6670
CUST0623,389,1,3450
CUST0624,10,8,38566
CUST0625,90,1,25150
CUST0626,178,3,6703
CUST0627,236,1,3680
CUST0628,45,8,47064
CUST0629,120,1,31983
CUST0630,146,2,1381
CUST0631,304,2,2053
CUST0632,45,9,40669
CUST0633,48,4,16894
CUST0634,67,1,5964
CUST0635,289,1,843
CUST0636,28,8,42948
CUST0637,96,4,33597
CUST0638,145,2,1907
CUST0639,247,1,357
CUST0640,25,8,24150
CUST0641,72,4,33204
CUST0642,116,3,6335
CUST0643,324,1,1814
CUST0644,45,8,21518
CUST0645,106,2,29433
CUST0646,151,2,3962
CUST0647,243,2,2671
CUST0648,20,8,36220
CUST0649,44,3,33206
CUST0650,130,3,6893
CUST0651,220,2,2959
CUST0652,49,7,36196
CUST0653,90,1,18680
CUST0654,179,2,5902
CUST0655,324,2,2661
CUST0656,30,10,21951
CUST0657,85,4,32854
CUST0658,160,3,2182
CUST0659,351,2,2773
CUST0660,34,6,43252
CUST0661,69,2,20568
CUST0662,136,1,3846
CUST0663,275,2,341
CUST0664,30,9,44780
CUST0665,57,1,20504
CUST0666,89,1,3767
CUST0667,243,2,2920
CUST0668,8,6,38999
CUST0669,61,3,26815
CUST0670,176,2,1821
CUST0671,285,1,1007
CUST0672,25,7,25195
CUST0673,77,1,17161
CUST0674,164,2,5755
CUST0675,331,2,621
CUST0676,22,10,38773
CUST0677,114,1,30008
CUST0678,72,3,7289
CUST0679,296,1,1939
CUST0680,17,6,37907
CUST0681,100,2,39946
CUST0682,96,3,4446
CUST0683,374,2,1345
CUST0684,10,10,43091
CUST0685,87,1,36393
CUST0686,115,1,6750
CUST0687,323,2,220
CUST0688,29,8,25302
CUST0689,50,1,19910
CUST0690,103,2,4553
CUST0691,261,1,3810
CUST0692,5,8,24962
CUST0693,55,2,22030
CUST0694,69,1,4317
CUST0695,340,1,2581
CUST0696,15,8,25452
CUST0697,57,2,18510
CUST0698,157,3,1917
CUST0699,377,2,249
CUST0700,34,7,28981
CUST0701,108,2,33073
CUST0702,62,3,5870
CUST0703,355,1,1587
CUST0704,26,8,27069
CUST0705,51,4,28323
CUST0706,107,1,7686
CUST0707,247,2,3657
CUST0708,34,10,30517
CUST0709,91,4,33308
CUST0710,101,3,2563
CUST0711,260,1,941
CUST0712,33,10,29663
CUST0713,96,2,24999
CUST0714,168,2,5958
CUST0715,309,2,2281
CUST0716,45,8,47159
CUST0717,72,2,25770
CUST0718,70,2,4781
CUST0719,258,1,559
CUST0720,2,6,41087
CUST0721,118,1,39350
CUST0722,96,1,3709
CUST0723,284,1,66
CUST0724,10,7,34660
CUST0725,96,3,22305
CUST0726,112,2,7098
CUST0727,256,2,1615
CUST0728,22,6,23101
CUST0729,81,3,39976
CUST0730,114,2,5081
CUST0731,222,1,624
CUST0732,39,6,26038
CUST0733,118,1,38583
CUST0734,134,3,7898
CUST0735,230,1,2284
CUST0736,4,6,45645
CUST0737,40,2,17866
CUST0738,77,1,7326
CUST0739,319,1,3849
CUST0740,35,7,43222
CUST0741,53,3,26313
CUST0742,108,3,4660
CUST0743,244,1,425
CUST0744,36,8,23377
CUST0745,78,4,28141
CUST0746,85,1,4146
CUST0747,218,2,3362
CUST0748,20,9,41456
CUST0749,73,3,26959
CUST0750,101,1,4163
CUST0751,279,2,1314
CUST0752,22,9,43008
CUST0753,103,3,29217
CUST0754,100,3,7504
CUST0755,371,2,1746
CUST0756,36,10,22075
CUST0757,46,4,35886
CUST0758,177,2,6280
CUST0759,278,2,1285
CUST0760,37,8,46160
CUST0761,114,4,29697
CUST0762,142,1,803
CUST0763,230,1,1994
CUST0764,8,10,49742
CUST0765,58,4,24544
CUST0766,159,1,7303
CUST0767,391,1,3524
CUST0768,36,8,31380
CUST0769,74,2,36606
CUST0770,165,2,7587
CUST0771,277,2,2264
CUST0772,50,7,33072
CUST0773,65,4,27407
CUST0774,120,2,6542
CUST0775,286,1,1511
CUST0776,28,7,33583
CUST0777,105,1,39660
CUST0778,175,1,2472
CUST0779,331,2,1681
CUST0780,29,9,30925
CUST0781,96,4,23808
CUST0782,65,1,2347
CUST0783,366,2,2774
CUST0784,3,8,38615
CUST0785,55,4,32209
CUST0786,179,1,3421
CUST0787,307,2,1307
CUST0788,17,7,24853
CUST0789,100,4,24626
CUST0790,117,3,6962
CUST0791,240,2,2217
CUST0792,22,6,26708
CUST0793,40,1,28091
CUST0794,69,1,7559
CUST0795,343,1,2833
CUST0796,33,6,49605
CUST0797,111,2,17271
CUST0798,167,2,7298
CUST0799,364,2,3336
CUST0800,30,8,36395
CUST0801,120,2,36119
CUST0802,81,3,1687
CUST0803,226,1,1390
CUST0804,43,6,33212
CUST0805,61,3,36350
CUST0806,60,3,7623
CUST0807,311,1,2362
CUST0808,18,9,26087
CUST0809,120,4,31538
CUST0810,142,1,949
CUST0811,298,1,3110
CUST0812,43,8,48026
CUST0813,52,2,37806
CUST0814,126,1,7458
CUST0815,341,1,1319
CUST0816,48,8,31287
CUST0817,87,3,32020
CUST0818,172,1,1786
CUST0819,252,2,3938
CUST0820,11,8,25687
CUST0821,68,2,19653
CUST0822,107,2,5034
CUST0823,271,2,1783
CUST0824,39,6,23062
CUST0825,78,1,28750
CUST0826,63,2,1004
CUST0827,304,1,3728
CUST0828,39,9,35869
CUST0829,83,4,21597
CUST0830,139,1,5312
CUST0831,351,1,393
CUST0832,42,9,42538
CUST0833,46,3,37208
CUST0834,175,1,6079
CUST0835,369,2,1462
CUST0836,41,10,33189
CUST0837,42,2,23405
CUST0838,70,3,4987
CUST0839,218,1,1612
CUST0840,4,10,44637
CUST0841,92,3,24883
CUST0842,176,2,4362
CUST0843,342,2,2409
CUST0844,38,10,31887
CUST0845,62,2,30561
CUST0846,142,3,809
CUST0847,293,2,3340
CUST0848,35,7,29337
CUST0849,51,4,34195
CUST0850,107,1,2738
CUST0851,358,1,1028
CUST0852,24,8,48951
CUST0853,112,1,17779
CUST0854,101,2,6075
CUST0855,264,2,3972
CUST0856,20,6,40941
CUST0857,89,4,37770
CUST0858,67,2,2848
CUST0859,245,2,2664
CUST0860,17,6,38406
CUST0861,49,3,19067
CUST0862,104,1,5927
CUST0863,342,1,2811
CUST0864,33,6,39337
CUST0865,49,2,24512
CUST0866,172,1,2485
CUST0867,219,2,3685
CUST0868,39,9,24380
CUST0869,112,4,25427
CUST0870,94,3,1705
CUST0871,297,1,2350
CUST0872,5,7,20808
CUST0873,104,3,18845
CUST0874,151,3,3583
CUST0875,277,2,727
CUST0876,33,10,40576
CUST0877,63,3,35600
CUST0878,124,1,3512
CUST0879,219,2,213
CUST0880,47,7,22712
CUST0881,63,4,39693
CUST0882,161,1,5649
CUST0883,215,2,1557
CUST0884,6,6,24654
CUST0885,74,4,28895
CUST0886,146,1,2088
CUST0887,372,2,3839
CUST0888,48,8,27657
CUST0889,110,4,38131
CUST0890,138,2,4059
CUST0891,343,1,123
CUST0892,1,6,20672
CUST0893,66,2,17253
CUST0894,160,2,945
CUST0895,287,2,1699
CUST0896,32,7,30596
CUST0897,69,4,17979
CUST0898,161,3,6261
CUST0899,263,1,653
CUST0900,20,10,27960
CUST0901,89,3,28720
CUST0902,163,2,4311
CUST0903,355,2,1348
CUST0904,3,7,49801
CUST0905,52,1,27615
CUST0906,119,3,3459
CUST0907,328,2,1641
CUST0908,47,7,33466
CUST0909,62,4,35933
CUST0910,116,2,3809
CUST0911,363,1,963
CUST0912,40,8,28588
CUST0913,115,1,29865
CUST0914,170,2,7593
CUST0915,262,2,2255
CUST0916,40,6,32690
CUST0917,49,2,33740
CUST0918,90,1,3168
CUST0919,227,1,1741
CUST0920,30,10,40406
CUST0921,95,2,22237
CUST0922,121,1,6756
CUST0923,326,1,1020
CUST0924,31,7,38718
CUST0925,86,1,26457
CUST0926,149,3,1816
CUST0927,337,1,2031
CUST0928,23,8,42236
CUST0929,44,1,18482
CUST0930,170,1,7106
CUST0931,281,2,1146
CUST0932,3,8,49787
CUST0933,83,3,38525
CUST0934,163,2,6370
CUST0935,303,1,2899
CUST0936,48,7,38026
CUST0937,77,4,20697
CUST0938,133,2,5202
CUST0939,266,1,1801
CUST0940,2,10,32568
CUST0941,52,4,26002
CUST0942,153,2,972
CUST0943,278,2,1357
CUST0944,20,9,23252
CUST0945,51,3,38529
CUST0946,61,3,7065
CUST0947,270,1,1579
CUST0948,41,7,37169
CUST0949,47,3,30664
CUST0950,97,1,634
CUST0951,343,1,1364
CUST0952,47,6,34092
CUST0953,55,1,20873
CUST0954,100,2,1036
CUST0955,395,2,2596
CUST0956,44,9,34345
CUST0957,99,4,17670
CUST0958,118,2,7466
CUST0959,288,1,1465
CUST0960,22,8,48547
CUST0961,51,2,30570
CUST0962,178,2,2209
CUST0963,291,2,2816
CUST0964,25,6,36866
CUST0965,55,2,17558
CUST0966,147,1,5925
CUST0967,202,2,1766
CUST0968,41,8,20091
CUST0969,112,2,17142
CUST0970,100,2,7083
CUST0971,331,2,3316
CUST0972,34,9,32605
CUST0973,69,4,26719
CUST0974,79,1,6365
CUST0975,209,2,3291
CUST0976,26,10,40898
CUST0977,47,1,21954
CUST0978,62,2,3780
CUST0979,312,1,2027
CUST0980,43,8,24587
CUST0981,61,3,18388
CUST0982,164,2,735
CUST0983,305,1,1865
CUST0984,10,6,20317
CUST0985,78,4,34908
CUST0986,96,3,1930
CUST0987,388,1,2012
CUST0988,6,8,37206
CUST0989,73,3,35317
CUST0990,154,2,3910
CUST0991,206,2,308
CUST0992,13,9,25516
CUST0993,110,4,26211
CUST0994,95,3,2283
CUST0995,340,2,2580
CUST0996,23,7,46888
CUST0997,114,2,17363
CUST0998,180,3,3915
CUST0999,386,2,1114
CUST1000,26,10,33417
